NIVEL1;NIVEL2;NIVEL3;CATEGORIA;VALOR
CV;Porto Nobre;Vara 4;Banco Vantis;12
LS;Porto Nobre;Vara 6;Crediluz;154
IL;Vila Aurora;Vara 5;Banco Meridiano;19
SD;Porto Nobre;Vara 4;Crediluz;28
SA;Serra Nova;Vara 2;Banco Aurora;15
PN;Barra Limpa;Vara 6;Banco Aurora;32
CV;Alto Rubro;Vara 6;Norvel Crédito;12
VN;Santa Elis;Vara 2;Crediluz;17
CV;Porto Nobre;Vara 4;Banco Vantis;233
SA;Porto Nobre;Vara 4;Crediluz;32
MR;Alto Rubro;Vara 5;Crediluz;109
VN;Porto Nobre;Vara 4;Crediluz;33
SA;Monte Claro do Vale;Vara 6;Banco Vantis;7
LS;Porto Nobre;Vara 6;Banco Vantis;28
SA;Porto Nobre;Vara 3;Banco Meridiano;8
SA;Porto Nobre;Vara 6;Crediluz;35
LS;Porto Nobre;Vara 5;Banco Aurora;31
CV;Porto Nobre;Vara 6;Banco Aurora;16
SA;Porto Nobre;Vara 3;Banco Vantis;187
PN;Porto Nobre;Vara 3;Banco Aurora;17
SA;Vila Aurora;Vara 6;Norvel Crédito;15
PN;Santa Elis;Vara 4;Crediluz;71
CV;Porto Nobre;Vara 2;Banco Meridiano;20
BC;Lagoa Azul;Vara 1;Banco Solaris;5
CV;Porto Nobre;Vara 3;Banco Aurora;11
SA;Porto Nobre;Vara 3;Banco Aurora;17
IL;Porto Nobre;Vara 3;Banco Vantis;7
MR;Serra Nova;Vara 5;Banco Meridiano;74
LS;Santa Elis;Vara 2;Banco Meridiano;15
MR;Porto Nobre;Vara 6;Banco Vantis;27
SA;Alto Rubro;Vara 2;Banco Aurora;132
LS;Santa Elis;Vara 1;Norvel Crédito;7
CV;Santa Elis;Vara 2;Crediluz;104
CV;Porto Nobre;Vara 5;Banco Aurora;10
CV;Porto Nobre;Vara 5;Banco Aurora;9
SA;Porto Nobre;Vara 3;Banco Aurora;18
BC;Porto Nobre;Vara 1;Banco Solaris;26
CV;Porto Nobre;Vara 2;Crediluz;35
VN;Porto Nobre;Vara 6;Banco Aurora;16
CV;Porto Nobre;Vara 2;Banco Aurora;12
LS;Porto Nobre;Vara 3;Banco Aurora;7
CV;Porto Nobre;Vara 4;Banco Aurora;12
LS;Porto Nobre;Vara 5;Crediluz;26
BC;Porto Nobre;Vara 2;Banco Aurora;13
TB;Porto Nobre;Vara 2;Banco Solaris;10
TB;Porto Nobre;Vara 5;Banco Meridiano;11
SA;Barra Limpa;Vara 6;Crediluz;34
PN;Serra Nova;Vara 6;Banco Vantis;10
VN;Porto Nobre;Vara 4;Banco Vantis;32
MR;Barra Limpa;Vara 1;Banco Meridiano;28
SA;Santa Elis;Vara 5;Banco Aurora;15
SA;Porto Nobre;Vara 5;Banco Vantis;34
CV;Monte Claro do Vale;Vara 1;Banco Aurora;54
LS;Alto Rubro;Vara 4;Banco Aurora;10
CV;Porto Nobre;Vara 1;Banco Aurora;19
VN;Porto Nobre;Vara 3;Banco Aurora;8
CV;Porto Nobre;Vara 5;Banco Aurora;10
LS;Porto Nobre;Vara 4;Banco Meridiano;14
SA;Porto Nobre;Vara 5;Banco Meridiano;11
CV;Alto Rubro;Vara 2;Banco Meridiano;17
BC;Porto Nobre;Vara 2;Banco Meridiano;24
SA;Porto Nobre;Vara 1;Crediluz;320
TB;Santa Elis;Vara 6;Banco Meridiano;19
SA;Porto Nobre;Vara 4;Banco Solaris;7
MR;Porto Nobre;Vara 1;Banco Aurora;51
IL;Porto Nobre;Vara 5;Crediluz;45
TB;Porto Nobre;Vara 3;Banco Aurora;9
MR;Lagoa Azul;Vara 6;Banco Meridiano;55
CV;Barra Limpa;Vara 2;Banco Aurora;15
SA;Monte Claro do Vale;Vara 5;Banco Aurora;35
CV;Porto Nobre;Vara 1;Banco Aurora;18
VN;Porto Nobre;Vara 5;Banco Aurora;11
LS;Porto Nobre;Vara 3;Banco Aurora;227
SA;Porto Nobre;Vara 4;Banco Vantis;7
CV;Porto Nobre;Vara 4;Crediluz;34
CV;Pedra Fria;Vara 1;Banco Meridiano;55
CV;Porto Nobre;Vara 5;Crediluz;29
VN;Porto Nobre;Vara 1;Banco Vantis;22
LS;Lagoa Azul;Vara 2;Banco Meridiano;22
PN;Porto Nobre;Vara 1;Banco Aurora;15
VN;Porto Nobre;Vara 4;Banco Aurora;11
LS;Porto Nobre;Vara 6;Banco Aurora;15
VN;Pedra Fria;Vara 2;Banco Aurora;16
VN;Porto Nobre;Vara 6;Crediluz;26
VN;Serra Nova;Vara 2;Norvel Crédito;7
LS;Porto Nobre;Vara 4;Banco Vantis;29
PN;Porto Nobre;Vara 4;Crediluz;33
VN;Porto Nobre;Vara 2;Banco Vantis;26
SD;Porto Nobre;Vara 3;Banco Aurora;34
SA;Porto Nobre;Vara 1;Banco Solaris;15
VN;Porto Nobre;Vara 2;Banco Meridiano;7
VN;Porto Nobre;Vara 5;Banco Meridiano;7
LS;Porto Nobre;Vara 3;Banco Aurora;12
BC;Pedra Fria;Vara 2;Banco Aurora;10
SD;Porto Nobre;Vara 1;Banco Meridiano;11
SA;Porto Nobre;Vara 1;Banco Aurora;8
CV;Porto Nobre;Vara 1;Banco Meridiano;12
LS;Alto Rubro;Vara 5;Banco Meridiano;15
LS;Lagoa Azul;Vara 6;Banco Vantis;11
MR;Porto Nobre;Vara 4;Norvel Crédito;62
VN;Lagoa Azul;Vara 1;Banco Aurora;11
LS;Porto Nobre;Vara 1;Banco Aurora;29
LS;Porto Nobre;Vara 6;Banco Meridiano;7
MR;Cruzeiro Novo;Vara 3;Banco Aurora;40
LS;Barra Limpa;Vara 1;Banco Aurora;32
CV;Porto Nobre;Vara 3;Banco Meridiano;21
TB;Porto Nobre;Vara 4;Banco Meridiano;17
CV;Porto Nobre;Vara 4;Banco Aurora;17
VN;Monte Claro do Vale;Vara 5;Banco Vantis;31
VN;Porto Nobre;Vara 6;Banco Meridiano;14
BC;Alto Rubro;Vara 6;Banco Vantis;8
BC;Porto Nobre;Vara 3;Banco Aurora;5
PN;Porto Nobre;Vara 1;Banco Aurora;17
TB;Porto Nobre;Vara 3;Banco Meridiano;7
IL;Porto Nobre;Vara 3;Banco Vantis;8
SA;Porto Nobre;Vara 3;Banco Solaris;13
LS;Vila Aurora;Vara 6;Banco Meridiano;9
LS;Porto Nobre;Vara 5;Banco Aurora;11
BC;Pedra Fria;Vara 3;Banco Aurora;9
SA;Porto Nobre;Vara 6;Banco Aurora;17
LS;Porto Nobre;Vara 2;Banco Aurora;95
TB;Cruzeiro Novo;Vara 1;Banco Aurora;15
SA;Porto Nobre;Vara 3;Banco Aurora;7
BC;Porto Nobre;Vara 6;Banco Meridiano;5
PN;Porto Nobre;Vara 5;Banco Aurora;8
MR;Porto Nobre;Vara 3;Crediluz;321
LS;Santa Elis;Vara 4;Crediluz;25
SA;Vila Aurora;Vara 5;Banco Solaris;10
SA;Santa Elis;Vara 6;Banco Aurora;13
SA;Cruzeiro Novo;Vara 6;Banco Aurora;12
SA;Santa Elis;Vara 5;Banco Aurora;9
CV;Vila Aurora;Vara 2;Banco Meridiano;13
SA;Porto Nobre;Vara 4;Banco Vantis;13
SA;Porto Nobre;Vara 3;Banco Aurora;9
LS;Porto Nobre;Vara 6;Crediluz;19
MR;Monte Claro do Vale;Vara 5;Banco Aurora;47
SA;Porto Nobre;Vara 2;Banco Vantis;30
BC;Porto Nobre;Vara 6;Banco Meridiano;8
LS;Porto Nobre;Vara 2;Banco Aurora;7
VN;Cruzeiro Novo;Vara 5;Banco Meridiano;15
CV;Porto Nobre;Vara 3;Banco Solaris;12
LS;Porto Nobre;Vara 5;Banco Aurora;11
SA;Porto Nobre;Vara 1;Banco Aurora;11
SA;Porto Nobre;Vara 5;Banco Aurora;18
TB;Porto Nobre;Vara 3;Banco Aurora;13
BC;Santa Elis;Vara 3;Banco Meridiano;12
SA;Porto Nobre;Vara 6;Banco Meridiano;28
VN;Pedra Fria;Vara 2;Banco Vantis;19
MR;Serra Nova;Vara 1;Banco Aurora;34
TB;Porto Nobre;Vara 3;Crediluz;17
BC;Porto Nobre;Vara 1;Banco Meridiano;7
CV;Porto Nobre;Vara 2;Banco Solaris;15
SA;Pedra Fria;Vara 1;Banco Aurora;13
SA;Porto Nobre;Vara 2;Banco Meridiano;44
VN;Porto Nobre;Vara 2;Banco Aurora;15
LS;Porto Nobre;Vara 3;Banco Solaris;7
LS;Porto Nobre;Vara 3;Banco Aurora;12
CV;Porto Nobre;Vara 3;Crediluz;41
TB;Serra Nova;Vara 4;Banco Aurora;16
LS;Porto Nobre;Vara 5;Norvel Crédito;16
CV;Porto Nobre;Vara 5;Norvel Crédito;22
PN;Alto Rubro;Vara 1;Banco Solaris;10
PN;Barra Limpa;Vara 5;Banco Aurora;16
SA;Barra Limpa;Vara 3;Banco Aurora;16
MR;Porto Nobre;Vara 2;Banco Meridiano;54
TB;Pedra Fria;Vara 2;Banco Aurora;15
CV;Porto Nobre;Vara 5;Banco Aurora;21
TB;Cruzeiro Novo;Vara 3;Banco Aurora;17
VN;Alto Rubro;Vara 1;Crediluz;29
CV;Porto Nobre;Vara 2;Banco Aurora;13
LS;Lagoa Azul;Vara 6;Crediluz;25
SA;Pedra Fria;Vara 4;Banco Vantis;5
MR;Pedra Fria;Vara 5;Banco Aurora;70
CV;Porto Nobre;Vara 2;Banco Aurora;38
BC;Pedra Fria;Vara 1;Norvel Crédito;13
SA;Porto Nobre;Vara 6;Banco Aurora;13
CV;Pedra Fria;Vara 3;Banco Meridiano;22
LS;Porto Nobre;Vara 6;Norvel Crédito;119
IL;Porto Nobre;Vara 6;Banco Aurora;18
SA;Porto Nobre;Vara 2;Banco Solaris;10
PN;Porto Nobre;Vara 1;Banco Vantis;35
CV;Porto Nobre;Vara 5;Banco Vantis;13
VN;Porto Nobre;Vara 1;Banco Vantis;22
BC;Barra Limpa;Vara 6;Banco Aurora;9
CV;Porto Nobre;Vara 2;Crediluz;36
MR;Cruzeiro Novo;Vara 2;Banco Vantis;39
CV;Monte Claro do Vale;Vara 3;Banco Meridiano;19
MR;Porto Nobre;Vara 4;Banco Solaris;46
CV;Cruzeiro Novo;Vara 3;Banco Meridiano;21
VN;Pedra Fria;Vara 2;Banco Aurora;10
VN;Vila Aurora;Vara 4;Banco Vantis;18
LS;Santa Elis;Vara 3;Banco Vantis;5
LS;Porto Nobre;Vara 5;Banco Aurora;14
SA;Porto Nobre;Vara 6;Banco Aurora;18
TB;Pedra Fria;Vara 3;Norvel Crédito;13
CV;Porto Nobre;Vara 1;Banco Meridiano;40
CV;Porto Nobre;Vara 2;Banco Aurora;14
LS;Santa Elis;Vara 6;Banco Aurora;7
MR;Porto Nobre;Vara 4;Banco Aurora;59
SA;Pedra Fria;Vara 1;Banco Vantis;11
SA;Vila Aurora;Vara 6;Banco Vantis;147
CV;Porto Nobre;Vara 2;Crediluz;42
SA;Porto Nobre;Vara 4;Banco Aurora;35
TB;Porto Nobre;Vara 4;Banco Aurora;13
MR;Monte Claro do Vale;Vara 6;Banco Meridiano;931
LS;Barra Limpa;Vara 6;Banco Aurora;9
VN;Barra Limpa;Vara 6;Banco Solaris;8
VN;Porto Nobre;Vara 4;Banco Vantis;21
PN;Porto Nobre;Vara 3;Banco Aurora;18
TB;Porto Nobre;Vara 2;Banco Meridiano;36
CV;Porto Nobre;Vara 1;Banco Vantis;106
MR;Porto Nobre;Vara 3;Banco Vantis;39
CV;Porto Nobre;Vara 4;Banco Solaris;43
LS;Pedra Fria;Vara 6;Banco Aurora;8
CV;Cruzeiro Novo;Vara 4;Banco Aurora;19
TB;Santa Elis;Vara 6;Banco Solaris;10
TB;Vila Aurora;Vara 4;Crediluz;15
VN;Pedra Fria;Vara 1;Banco Meridiano;12
VN;Vila Aurora;Vara 6;Crediluz;32
CV;Porto Nobre;Vara 6;Banco Solaris;13
VN;Monte Claro do Vale;Vara 4;Banco Meridiano;13
LS;Cruzeiro Novo;Vara 4;Banco Meridiano;24
CV;Alto Rubro;Vara 1;Crediluz;437
PN;Porto Nobre;Vara 1;Banco Meridiano;8
CV;Porto Nobre;Vara 3;Banco Aurora;20
BC;Porto Nobre;Vara 6;Banco Aurora;30
SD;Porto Nobre;Vara 5;Banco Cordilheira;16
VN;Porto Nobre;Vara 6;Banco Solaris;28
CV;Barra Limpa;Vara 3;Banco Aurora;17
TB;Porto Nobre;Vara 5;Banco Meridiano;16
SA;Porto Nobre;Vara 3;Banco Aurora;8
SA;Barra Limpa;Vara 4;Banco Aurora;9
SA;Porto Nobre;Vara 6;Banco Vantis;8
SA;Monte Claro do Vale;Vara 2;Banco Vantis;5
SA;Porto Nobre;Vara 3;Crediluz;67
SA;Porto Nobre;Vara 1;Banco Vantis;12
SA;Santa Elis;Vara 5;Crediluz;32
SD;Monte Claro do Vale;Vara 2;Banco Vantis;7
MR;Serra Nova;Vara 4;Banco Aurora;47
PN;Porto Nobre;Vara 4;Banco Aurora;14
CV;Porto Nobre;Vara 1;Banco Aurora;12
SA;Porto Nobre;Vara 6;Banco Meridiano;9
SA;Porto Nobre;Vara 2;Banco Vantis;24
SA;Cruzeiro Novo;Vara 3;Banco Aurora;15
CV;Porto Nobre;Vara 4;Banco Meridiano;15
SA;Monte Claro do Vale;Vara 5;Banco Aurora;8
SA;Porto Nobre;Vara 1;Banco Meridiano;41
VN;Santa Elis;Vara 2;Crediluz;27
TB;Porto Nobre;Vara 1;Banco Solaris;7
PN;Porto Nobre;Vara 4;Banco Aurora;10
SA;Santa Elis;Vara 2;Banco Vantis;20
SA;Porto Nobre;Vara 6;Banco Meridiano;16
VN;Barra Limpa;Vara 4;Banco Cordilheira;10
CV;Cruzeiro Novo;Vara 2;Banco Meridiano;40
PN;Monte Claro do Vale;Vara 2;Banco Solaris;28
PN;Pedra Fria;Vara 2;Banco Solaris;15
PN;Porto Nobre;Vara 5;Crediluz;34
SA;Porto Nobre;Vara 2;Banco Meridiano;10
TB;Santa Elis;Vara 3;Banco Aurora;11
SA;Serra Nova;Vara 6;Crediluz;23
LS;Porto Nobre;Vara 3;Crediluz;64
TB;Santa Elis;Vara 2;Banco Aurora;17
TB;Porto Nobre;Vara 4;Crediluz;36
CV;Monte Claro do Vale;Vara 4;Norvel Crédito;18
TB;Porto Nobre;Vara 2;Banco Meridiano;107
SA;Pedra Fria;Vara 5;Banco Aurora;160
BC;Barra Limpa;Vara 1;Banco Meridiano;7
MR;Porto Nobre;Vara 5;Banco Aurora;61
MR;Porto Nobre;Vara 2;Banco Aurora;163
CV;Monte Claro do Vale;Vara 3;Crediluz;36
LS;Alto Rubro;Vara 5;Banco Aurora;15
MR;Santa Elis;Vara 4;Banco Solaris;45
SA;Porto Nobre;Vara 6;Banco Meridiano;11
BC;Porto Nobre;Vara 3;Crediluz;15
SA;Porto Nobre;Vara 3;Banco Aurora;17
SA;Porto Nobre;Vara 3;Banco Meridiano;12
SA;Porto Nobre;Vara 1;Banco Solaris;9
SA;Porto Nobre;Vara 6;Banco Solaris;8
VN;Porto Nobre;Vara 2;Banco Meridiano;26
PN;Porto Nobre;Vara 3;Banco Meridiano;8
VN;Porto Nobre;Vara 3;Banco Aurora;7
SD;Monte Claro do Vale;Vara 5;Banco Aurora;6
VN;Porto Nobre;Vara 6;Banco Meridiano;12
IL;Porto Nobre;Vara 4;Banco Meridiano;12
VN;Porto Nobre;Vara 3;Banco Aurora;32
PN;Santa Elis;Vara 3;Banco Vantis;12
CV;Cruzeiro Novo;Vara 4;Banco Aurora;18
TB;Porto Nobre;Vara 2;Banco Aurora;11
SA;Pedra Fria;Vara 6;Banco Meridiano;13
VN;Porto Nobre;Vara 5;Banco Vantis;348
CV;Porto Nobre;Vara 3;Banco Aurora;50
SA;Pedra Fria;Vara 5;Banco Meridiano;16
IL;Porto Nobre;Vara 6;Crediluz;35
VN;Porto Nobre;Vara 1;Banco Aurora;35
VN;Porto Nobre;Vara 3;Banco Aurora;9
TB;Porto Nobre;Vara 2;Banco Aurora;16
SA;Porto Nobre;Vara 5;Banco Meridiano;18
IL;Santa Elis;Vara 5;Banco Aurora;19
SA;Porto Nobre;Vara 2;Crediluz;16
SA;Porto Nobre;Vara 1;Banco Meridiano;11
SA;Alto Rubro;Vara 4;Banco Solaris;26
SA;Alto Rubro;Vara 4;Banco Solaris;21
CV;Barra Limpa;Vara 5;Banco Aurora;18
SA;Porto Nobre;Vara 2;Banco Vantis;10
VN;Porto Nobre;Vara 3;Banco Meridiano;32
SA;Porto Nobre;Vara 5;Crediluz;24
PN;Porto Nobre;Vara 4;Banco Aurora;10
LS;Barra Limpa;Vara 1;Crediluz;67
VN;Serra Nova;Vara 4;Banco Vantis;23
VN;Porto Nobre;Vara 6;Banco Aurora;15
LS;Porto Nobre;Vara 5;Banco Vantis;9
SA;Monte Claro do Vale;Vara 3;Norvel Crédito;48
VN;Porto Nobre;Vara 6;Banco Solaris;8
SA;Monte Claro do Vale;Vara 4;Banco Aurora;9
SA;Alto Rubro;Vara 2;Norvel Crédito;30
PN;Porto Nobre;Vara 2;Crediluz;25
VN;Cruzeiro Novo;Vara 3;Banco Meridiano;14
MR;Porto Nobre;Vara 5;Banco Aurora;37
PN;Porto Nobre;Vara 4;Crediluz;32
CV;Porto Nobre;Vara 4;Banco Meridiano;20
SA;Santa Elis;Vara 6;Banco Cordilheira;13
VN;Porto Nobre;Vara 4;Banco Aurora;12
SA;Porto Nobre;Vara 4;Norvel Crédito;11
SA;Porto Nobre;Vara 3;Banco Aurora;11
MR;Porto Nobre;Vara 6;Banco Meridiano;68
CV;Cruzeiro Novo;Vara 5;Banco Meridiano;9
LS;Santa Elis;Vara 4;Norvel Crédito;7
TB;Barra Limpa;Vara 5;Banco Aurora;17
LS;Barra Limpa;Vara 3;Crediluz;13
VN;Serra Nova;Vara 1;Banco Vantis;45
CV;Porto Nobre;Vara 4;Crediluz;33
SA;Vila Aurora;Vara 3;Banco Solaris;11
PN;Porto Nobre;Vara 1;Banco Meridiano;202
SD;Porto Nobre;Vara 1;Norvel Crédito;16
TB;Porto Nobre;Vara 1;Banco Aurora;45
SA;Pedra Fria;Vara 6;Banco Vantis;13
SA;Porto Nobre;Vara 4;Norvel Crédito;8
TB;Porto Nobre;Vara 3;Banco Meridiano;9
TB;Porto Nobre;Vara 2;Banco Vantis;5
CV;Porto Nobre;Vara 6;Banco Solaris;17
SA;Porto Nobre;Vara 4;Banco Solaris;16
CV;Porto Nobre;Vara 2;Crediluz;24
IL;Cruzeiro Novo;Vara 3;Banco Aurora;11
VN;Santa Elis;Vara 6;Banco Solaris;10
PN;Porto Nobre;Vara 2;Banco Vantis;39
CV;Santa Elis;Vara 1;Banco Aurora;9
SA;Alto Rubro;Vara 3;Norvel Crédito;170
SA;Porto Nobre;Vara 3;Banco Solaris;6
BC;Cruzeiro Novo;Vara 6;Banco Meridiano;9
VN;Porto Nobre;Vara 4;Crediluz;20
SA;Porto Nobre;Vara 3;Banco Solaris;12
IL;Porto Nobre;Vara 1;Banco Meridiano;13
SA;Porto Nobre;Vara 6;Banco Meridiano;19
LS;Cruzeiro Novo;Vara 1;Banco Aurora;11
CV;Alto Rubro;Vara 6;Banco Meridiano;16
SD;Porto Nobre;Vara 6;Banco Solaris;32
SA;Monte Claro do Vale;Vara 6;Banco Meridiano;11
VN;Porto Nobre;Vara 4;Banco Aurora;9
SA;Lagoa Azul;Vara 6;Banco Vantis;9
VN;Porto Nobre;Vara 5;Banco Cordilheira;9
IL;Porto Nobre;Vara 2;Banco Meridiano;35
SA;Porto Nobre;Vara 3;Banco Aurora;8
PN;Porto Nobre;Vara 2;Banco Aurora;8
BC;Barra Limpa;Vara 4;Banco Aurora;13
CV;Porto Nobre;Vara 3;Banco Vantis;30
BC;Porto Nobre;Vara 5;Norvel Crédito;9
MR;Porto Nobre;Vara 6;Banco Meridiano;39
SD;Lagoa Azul;Vara 4;Banco Vantis;7
LS;Porto Nobre;Vara 3;Banco Aurora;9
SA;Porto Nobre;Vara 3;Banco Solaris;16
LS;Alto Rubro;Vara 2;Banco Solaris;11
TB;Alto Rubro;Vara 5;Banco Aurora;11
TB;Porto Nobre;Vara 6;Banco Aurora;9
CV;Porto Nobre;Vara 2;Crediluz;32
BC;Alto Rubro;Vara 1;Banco Aurora;31
SA;Pedra Fria;Vara 4;Banco Aurora;7
VN;Porto Nobre;Vara 1;Banco Aurora;10
SA;Porto Nobre;Vara 5;Banco Aurora;15
VN;Porto Nobre;Vara 2;Banco Aurora;8
VN;Porto Nobre;Vara 4;Banco Vantis;84
VN;Porto Nobre;Vara 4;Banco Meridiano;14
VN;Pedra Fria;Vara 6;Banco Vantis;26
CV;Lagoa Azul;Vara 4;Banco Vantis;10
LS;Alto Rubro;Vara 6;Banco Aurora;13
SA;Monte Claro do Vale;Vara 4;Banco Meridiano;13
PN;Porto Nobre;Vara 2;Banco Meridiano;17
VN;Lagoa Azul;Vara 6;Banco Solaris;13
SA;Pedra Fria;Vara 3;Banco Meridiano;16
SA;Porto Nobre;Vara 1;Banco Meridiano;8
SA;Barra Limpa;Vara 6;Banco Meridiano;34
VN;Porto Nobre;Vara 3;Banco Aurora;13
BC;Porto Nobre;Vara 2;Banco Vantis;5
MR;Santa Elis;Vara 4;Banco Aurora;32
SA;Porto Nobre;Vara 3;Banco Aurora;16
VN;Porto Nobre;Vara 2;Banco Aurora;6
TB;Vila Aurora;Vara 2;Banco Aurora;25
TB;Porto Nobre;Vara 4;Banco Aurora;13
SA;Monte Claro do Vale;Vara 3;Crediluz;73
MR;Barra Limpa;Vara 3;Banco Aurora;61
PN;Alto Rubro;Vara 4;Banco Aurora;19
CV;Pedra Fria;Vara 5;Banco Meridiano;21
LS;Porto Nobre;Vara 1;Banco Vantis;7
LS;Serra Nova;Vara 2;Banco Solaris;10
LS;Porto Nobre;Vara 6;Banco Solaris;9
LS;Porto Nobre;Vara 1;Banco Meridiano;7
MR;Monte Claro do Vale;Vara 6;Banco Aurora;102
SA;Pedra Fria;Vara 1;Banco Vantis;10
SA;Barra Limpa;Vara 3;Banco Aurora;9
LS;Cruzeiro Novo;Vara 6;Banco Cordilheira;8
SA;Porto Nobre;Vara 4;Banco Cordilheira;10
SA;Porto Nobre;Vara 6;Banco Meridiano;16
SA;Porto Nobre;Vara 1;Banco Meridiano;39
PN;Monte Claro do Vale;Vara 5;Banco Vantis;6
CV;Porto Nobre;Vara 5;Banco Vantis;8
IL;Santa Elis;Vara 1;Banco Aurora;17
PN;Porto Nobre;Vara 3;Banco Aurora;12
SA;Barra Limpa;Vara 1;Banco Meridiano;113
LS;Porto Nobre;Vara 4;Banco Solaris;11
CV;Porto Nobre;Vara 5;Banco Aurora;88
CV;Vila Aurora;Vara 1;Banco Meridiano;11
CV;Porto Nobre;Vara 5;Crediluz;105
CV;Cruzeiro Novo;Vara 2;Banco Meridiano;38
VN;Lagoa Azul;Vara 2;Banco Vantis;14
VN;Porto Nobre;Vara 2;Crediluz;15
TB;Porto Nobre;Vara 4;Banco Aurora;43
CV;Porto Nobre;Vara 4;Banco Solaris;7
SA;Serra Nova;Vara 1;Banco Vantis;13
CV;Porto Nobre;Vara 2;Banco Aurora;17
TB;Porto Nobre;Vara 4;Crediluz;24
TB;Barra Limpa;Vara 5;Banco Vantis;13
VN;Monte Claro do Vale;Vara 2;Banco Aurora;9
LS;Pedra Fria;Vara 2;Banco Solaris;12
SA;Porto Nobre;Vara 2;Banco Aurora;12
PN;Porto Nobre;Vara 3;Banco Meridiano;16
PN;Porto Nobre;Vara 5;Banco Meridiano;17
VN;Monte Claro do Vale;Vara 4;Banco Vantis;30
SA;Porto Nobre;Vara 3;Norvel Crédito;13
SA;Porto Nobre;Vara 5;Banco Meridiano;18
PN;Vila Aurora;Vara 4;Banco Meridiano;19
TB;Monte Claro do Vale;Vara 6;Banco Vantis;7
MR;Lagoa Azul;Vara 6;Crediluz;58
CV;Cruzeiro Novo;Vara 2;Banco Meridiano;263
SA;Cruzeiro Novo;Vara 2;Banco Aurora;9
CV;Santa Elis;Vara 2;Banco Meridiano;14
VN;Porto Nobre;Vara 3;Crediluz;34
PN;Porto Nobre;Vara 4;Crediluz;19
VN;Porto Nobre;Vara 5;Banco Aurora;28
VN;Porto Nobre;Vara 4;Banco Vantis;19
LS;Pedra Fria;Vara 4;Banco Aurora;7
PN;Barra Limpa;Vara 3;Banco Vantis;7
VN;Porto Nobre;Vara 4;Banco Solaris;8
TB;Porto Nobre;Vara 4;Crediluz;36
LS;Porto Nobre;Vara 4;Banco Meridiano;6
PN;Alto Rubro;Vara 6;Banco Aurora;10
IL;Porto Nobre;Vara 3;Banco Meridiano;19
LS;Porto Nobre;Vara 3;Banco Meridiano;9
CV;Lagoa Azul;Vara 3;Banco Meridiano;35
IL;Alto Rubro;Vara 3;Banco Aurora;15
IL;Porto Nobre;Vara 5;Banco Solaris;9
SA;Pedra Fria;Vara 5;Banco Aurora;9
VN;Porto Nobre;Vara 4;Crediluz;30
SA;Porto Nobre;Vara 3;Banco Aurora;17
TB;Porto Nobre;Vara 5;Banco Aurora;9
PN;Lagoa Azul;Vara 2;Banco Meridiano;13
TB;Porto Nobre;Vara 4;Banco Aurora;16
TB;Porto Nobre;Vara 6;Banco Meridiano;43
BC;Porto Nobre;Vara 3;Banco Aurora;7
CV;Porto Nobre;Vara 3;Banco Meridiano;15
BC;Alto Rubro;Vara 1;Banco Meridiano;7
VN;Porto Nobre;Vara 3;Banco Meridiano;11
CV;Santa Elis;Vara 5;Banco Aurora;10
SD;Porto Nobre;Vara 4;Banco Vantis;8
CV;Cruzeiro Novo;Vara 6;Banco Aurora;10
PN;Porto Nobre;Vara 6;Banco Aurora;19
SA;Alto Rubro;Vara 5;Banco Solaris;124
VN;Porto Nobre;Vara 2;Banco Vantis;24
VN;Lagoa Azul;Vara 3;Crediluz;33
MR;Lagoa Azul;Vara 5;Banco Vantis;32
CV;Pedra Fria;Vara 3;Banco Meridiano;16
MR;Vila Aurora;Vara 2;Crediluz;77
TB;Serra Nova;Vara 2;Banco Solaris;11
PN;Porto Nobre;Vara 3;Banco Vantis;10
SD;Pedra Fria;Vara 4;Banco Meridiano;8
BC;Porto Nobre;Vara 5;Crediluz;24
CV;Porto Nobre;Vara 1;Banco Aurora;15
SD;Barra Limpa;Vara 3;Banco Aurora;10
LS;Monte Claro do Vale;Vara 2;Banco Meridiano;11
BC;Porto Nobre;Vara 2;Banco Aurora;5
PN;Vila Aurora;Vara 1;Banco Vantis;11
SA;Vila Aurora;Vara 1;Banco Aurora;7
VN;Barra Limpa;Vara 4;Banco Aurora;14
VN;Porto Nobre;Vara 3;Banco Meridiano;14
VN;Pedra Fria;Vara 6;Norvel Crédito;17
PN;Lagoa Azul;Vara 1;Norvel Crédito;13
VN;Alto Rubro;Vara 6;Banco Aurora;9
LS;Porto Nobre;Vara 1;Banco Meridiano;13
CV;Serra Nova;Vara 3;Banco Vantis;9
LS;Vila Aurora;Vara 3;Banco Meridiano;8
SD;Porto Nobre;Vara 6;Banco Aurora;10
SD;Monte Claro do Vale;Vara 1;Crediluz;21
CV;Porto Nobre;Vara 3;Banco Vantis;6
CV;Pedra Fria;Vara 1;Banco Vantis;15
VN;Porto Nobre;Vara 2;Banco Cordilheira;6
CV;Porto Nobre;Vara 5;Crediluz;30
CV;Serra Nova;Vara 1;Banco Aurora;10
SA;Porto Nobre;Vara 1;Banco Aurora;8
PN;Santa Elis;Vara 5;Banco Vantis;20
SA;Porto Nobre;Vara 6;Banco Vantis;7
PN;Porto Nobre;Vara 1;Banco Vantis;9
CV;Alto Rubro;Vara 4;Banco Solaris;31
SA;Porto Nobre;Vara 5;Banco Aurora;38
CV;Porto Nobre;Vara 1;Banco Meridiano;9
